"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-12-28";"south-west_northeast";"morning peak";"48";"Thursday";12
"2017-12-29";"south-west_northeast";"morning peak";"36";"Friday";12
"2017-01-02";"south-west_northeast";"midday period";"10";"Monday";1
"2017-01-03";"south-west_northeast";"midday period";"14";"Tuesday";1
"2017-01-04";"south-west_northeast";"midday period";"5";"Wednesday";1
"2017-01-05";"south-west_northeast";"midday period";"9";"Thursday";1
"2017-01-06";"south-west_northeast";"midday period";"8";"Friday";1
"2017-01-09";"south-west_northeast";"midday period";"14";"Monday";1
"2017-01-10";"south-west_northeast";"midday period";"11";"Tuesday";1
"2017-01-11";"south-west_northeast";"midday period";"12";"Wednesday";1
"2017-01-12";"south-west_northeast";"midday period";"5";"Thursday";1
"2017-01-13";"south-west_northeast";"midday period";"9";"Friday";1
"2017-01-16";"south-west_northeast";"midday period";"7";"Monday";1
"2017-01-17";"south-west_northeast";"midday period";"6";"Tuesday";1
"2017-01-18";"south-west_northeast";"midday period";"6";"Wednesday";1
"2017-01-19";"south-west_northeast";"midday period";"4";"Thursday";1
"2017-01-20";"south-west_northeast";"midday period";"6";"Friday";1
"2017-01-23";"south-west_northeast";"midday period";"7";"Monday";1
"2017-01-24";"south-west_northeast";"midday period";"8";"Tuesday";1
"2017-01-25";"south-west_northeast";"midday period";"3";"Wednesday";1
"2017-01-26";"south-west_northeast";"midday period";"17";"Thursday";1
"2017-01-27";"south-west_northeast";"midday period";"9";"Friday";1
"2017-01-30";"south-west_northeast";"midday period";"11";"Monday";1
"2017-01-31";"south-west_northeast";"midday period";"17";"Tuesday";1
"2017-02-01";"south-west_northeast";"midday period";"19";"Wednesday";2
"2017-02-02";"south-west_northeast";"midday period";"16";"Thursday";2
"2017-02-03";"south-west_northeast";"midday period";"18";"Friday";2
"2017-02-06";"south-west_northeast";"midday period";"15";"Monday";2
"2017-02-07";"south-west_northeast";"midday period";"15";"Tuesday";2
"2017-02-08";"south-west_northeast";"midday period";"13";"Wednesday";2
"2017-02-09";"south-west_northeast";"midday period";"10";"Thursday";2
"2017-02-10";"south-west_northeast";"midday period";"18";"Friday";2
"2017-02-13";"south-west_northeast";"midday period";"13";"Monday";2
"2017-02-14";"south-west_northeast";"midday period";"23";"Tuesday";2
"2017-02-15";"south-west_northeast";"midday period";"15";"Wednesday";2
"2017-02-16";"south-west_northeast";"midday period";"22";"Thursday";2
"2017-02-17";"south-west_northeast";"midday period";"16";"Friday";2
"2017-02-20";"south-west_northeast";"midday period";"14";"Monday";2
"2017-02-21";"south-west_northeast";"midday period";"21";"Tuesday";2
"2017-02-22";"south-west_northeast";"midday period";"18";"Wednesday";2
"2017-02-23";"south-west_northeast";"midday period";"16";"Thursday";2
"2017-02-24";"south-west_northeast";"midday period";"13";"Friday";2
"2017-02-27";"south-west_northeast";"midday period";NA;"Monday";2
"2017-02-28";"south-west_northeast";"midday period";NA;"Tuesday";2
"2017-03-01";"south-west_northeast";"midday period";NA;"Wednesday";3
"2017-03-02";"south-west_northeast";"midday period";"20";"Thursday";3
"2017-03-03";"south-west_northeast";"midday period";"17";"Friday";3
"2017-03-06";"south-west_northeast";"midday period";"12";"Monday";3
"2017-03-07";"south-west_northeast";"midday period";"15";"Tuesday";3
"2017-03-08";"south-west_northeast";"midday period";"12";"Wednesday";3
"2017-03-09";"south-west_northeast";"midday period";"27";"Thursday";3
"2017-03-10";"south-west_northeast";"midday period";"12";"Friday";3
"2017-03-13";"south-west_northeast";"midday period";"14";"Monday";3
"2017-03-14";"south-west_northeast";"midday period";"16";"Tuesday";3
"2017-03-15";"south-west_northeast";"midday period";"16";"Wednesday";3
"2017-03-16";"south-west_northeast";"midday period";"16";"Thursday";3
"2017-03-17";"south-west_northeast";"midday period";"19";"Friday";3
"2017-03-20";"south-west_northeast";"midday period";"15";"Monday";3
"2017-03-21";"south-west_northeast";"midday period";"19";"Tuesday";3
"2017-03-22";"south-west_northeast";"midday period";"24";"Wednesday";3
"2017-03-23";"south-west_northeast";"midday period";"24";"Thursday";3
"2017-03-24";"south-west_northeast";"midday period";"13";"Friday";3
"2017-03-27";"south-west_northeast";"midday period";"19";"Monday";3
"2017-03-28";"south-west_northeast";"midday period";"6";"Tuesday";3
"2017-03-29";"south-west_northeast";"midday period";"15";"Wednesday";3
"2017-03-30";"south-west_northeast";"midday period";"21";"Thursday";3
"2017-03-31";"south-west_northeast";"midday period";"20";"Friday";3
"2017-04-03";"south-west_northeast";"midday period";"14";"Monday";4
"2017-04-04";"south-west_northeast";"midday period";"14";"Tuesday";4
"2017-04-05";"south-west_northeast";"midday period";"10";"Wednesday";4
"2017-04-06";"south-west_northeast";"midday period";"19";"Thursday";4
"2017-04-07";"south-west_northeast";"midday period";"13";"Friday";4
"2017-04-10";"south-west_northeast";"midday period";"22";"Monday";4
"2017-04-11";"south-west_northeast";"midday period";"17";"Tuesday";4
"2017-04-12";"south-west_northeast";"midday period";"16";"Wednesday";4
"2017-04-13";"south-west_northeast";"midday period";NA;"Thursday";4
"2017-04-14";"south-west_northeast";"midday period";NA;"Friday";4
"2017-04-17";"south-west_northeast";"midday period";"11";"Monday";4
"2017-04-18";"south-west_northeast";"midday period";"12";"Tuesday";4
"2017-04-19";"south-west_northeast";"midday period";"22";"Wednesday";4
"2017-04-20";"south-west_northeast";"midday period";"13";"Thursday";4
"2017-04-21";"south-west_northeast";"midday period";NA;"Friday";4
"2017-04-24";"south-west_northeast";"midday period";"16";"Monday";4
"2017-04-25";"south-west_northeast";"midday period";"17";"Tuesday";4
"2017-04-26";"south-west_northeast";"midday period";"15";"Wednesday";4
"2017-04-27";"south-west_northeast";"midday period";"28";"Thursday";4
"2017-04-28";"south-west_northeast";"midday period";"23";"Friday";4
"2017-05-01";"south-west_northeast";"midday period";NA;"Monday";5
"2017-05-02";"south-west_northeast";"midday period";"19";"Tuesday";5
"2017-05-03";"south-west_northeast";"midday period";"16";"Wednesday";5
"2017-05-04";"south-west_northeast";"midday period";"15";"Thursday";5
"2017-05-05";"south-west_northeast";"midday period";"12";"Friday";5
"2017-05-08";"south-west_northeast";"midday period";"18";"Monday";5
"2017-05-09";"south-west_northeast";"midday period";"21";"Tuesday";5
"2017-05-10";"south-west_northeast";"midday period";"18";"Wednesday";5
"2017-05-11";"south-west_northeast";"midday period";"14";"Thursday";5
"2017-05-12";"south-west_northeast";"midday period";"13";"Friday";5
"2017-05-15";"south-west_northeast";"midday period";"11";"Monday";5
"2017-05-16";"south-west_northeast";"midday period";"14";"Tuesday";5
"2017-05-17";"south-west_northeast";"midday period";"12";"Wednesday";5
"2017-05-18";"south-west_northeast";"midday period";"22";"Thursday";5
"2017-05-19";"south-west_northeast";"midday period";"23";"Friday";5
"2017-05-22";"south-west_northeast";"midday period";"11";"Monday";5
"2017-05-23";"south-west_northeast";"midday period";"21";"Tuesday";5
"2017-05-24";"south-west_northeast";"midday period";"17";"Wednesday";5
"2017-05-25";"south-west_northeast";"midday period";"18";"Thursday";5
"2017-05-26";"south-west_northeast";"midday period";"23";"Friday";5
"2017-05-29";"south-west_northeast";"midday period";"9";"Monday";5
"2017-05-30";"south-west_northeast";"midday period";"18";"Tuesday";5
"2017-05-31";"south-west_northeast";"midday period";"11";"Wednesday";5
"2017-06-01";"south-west_northeast";"midday period";"28";"Thursday";6
"2017-06-02";"south-west_northeast";"midday period";"21";"Friday";6
"2017-06-05";"south-west_northeast";"midday period";"23";"Monday";6
"2017-06-06";"south-west_northeast";"midday period";"19";"Tuesday";6
"2017-06-07";"south-west_northeast";"midday period";"19";"Wednesday";6
"2017-06-08";"south-west_northeast";"midday period";"20";"Thursday";6
"2017-06-09";"south-west_northeast";"midday period";"12";"Friday";6
"2017-06-12";"south-west_northeast";"midday period";"15";"Monday";6
"2017-06-13";"south-west_northeast";"midday period";"17";"Tuesday";6
"2017-06-14";"south-west_northeast";"midday period";"9";"Wednesday";6
"2017-06-15";"south-west_northeast";"midday period";NA;"Thursday";6
"2017-06-16";"south-west_northeast";"midday period";"31";"Friday";6
"2017-06-19";"south-west_northeast";"midday period";"17";"Monday";6
"2017-06-20";"south-west_northeast";"midday period";"19";"Tuesday";6
"2017-06-21";"south-west_northeast";"midday period";"16";"Wednesday";6
"2017-06-22";"south-west_northeast";"midday period";"16";"Thursday";6
"2017-06-23";"south-west_northeast";"midday period";"37";"Friday";6
"2017-06-26";"south-west_northeast";"midday period";"17";"Monday";6
"2017-06-27";"south-west_northeast";"midday period";"17";"Tuesday";6
"2017-06-28";"south-west_northeast";"midday period";"16";"Wednesday";6
"2017-06-29";"south-west_northeast";"midday period";"12";"Thursday";6
"2017-06-30";"south-west_northeast";"midday period";"21";"Friday";6
"2017-07-03";"south-west_northeast";"midday period";"17";"Monday";7
"2017-07-04";"south-west_northeast";"midday period";"24";"Tuesday";7
"2017-07-05";"south-west_northeast";"midday period";"12";"Wednesday";7
"2017-07-06";"south-west_northeast";"midday period";"22";"Thursday";7
"2017-07-07";"south-west_northeast";"midday period";"23";"Friday";7
"2017-07-10";"south-west_northeast";"midday period";"10";"Monday";7
"2017-07-11";"south-west_northeast";"midday period";"37";"Tuesday";7
"2017-07-12";"south-west_northeast";"midday period";"38";"Wednesday";7
"2017-07-13";"south-west_northeast";"midday period";"44";"Thursday";7
"2017-07-14";"south-west_northeast";"midday period";"37";"Friday";7
"2017-07-17";"south-west_northeast";"midday period";"39";"Monday";7
"2017-07-18";"south-west_northeast";"midday period";"51";"Tuesday";7
"2017-07-19";"south-west_northeast";"midday period";"29";"Wednesday";7
"2017-07-20";"south-west_northeast";"midday period";"37";"Thursday";7
