"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-08-15";"south-west_northwest";"morning peak";NA;"Tuesday";8
"2017-08-16";"south-west_northwest";"morning peak";"1035";"Wednesday";8
"2017-08-17";"south-west_northwest";"morning peak";"933";"Thursday";8
"2017-08-18";"south-west_northwest";"morning peak";"904";"Friday";8
"2017-08-21";"south-west_northwest";"morning peak";"1098";"Monday";8
"2017-08-22";"south-west_northwest";"morning peak";"1002";"Tuesday";8
"2017-08-23";"south-west_northwest";"morning peak";"963";"Wednesday";8
"2017-08-24";"south-west_northwest";"morning peak";"1026";"Thursday";8
"2017-08-25";"south-west_northwest";"morning peak";"964";"Friday";8
"2017-08-28";"south-west_northwest";"morning peak";"958";"Monday";8
"2017-08-29";"south-west_northwest";"morning peak";"870";"Tuesday";8
"2017-08-30";"south-west_northwest";"morning peak";"897";"Wednesday";8
"2017-08-31";"south-west_northwest";"morning peak";"953";"Thursday";8
"2017-09-01";"south-west_northwest";"morning peak";"940";"Friday";9
"2017-09-04";"south-west_northwest";"morning peak";"1088";"Monday";9
"2017-09-05";"south-west_northwest";"morning peak";"977";"Tuesday";9
"2017-09-06";"south-west_northwest";"morning peak";"1121";"Wednesday";9
"2017-09-07";"south-west_northwest";"morning peak";NA;"Thursday";9
"2017-09-08";"south-west_northwest";"morning peak";"826";"Friday";9
"2017-09-11";"south-west_northwest";"morning peak";"823";"Monday";9
"2017-09-12";"south-west_northwest";"morning peak";"785";"Tuesday";9
"2017-09-13";"south-west_northwest";"morning peak";"1067";"Wednesday";9
"2017-09-14";"south-west_northwest";"morning peak";"943";"Thursday";9
"2017-09-15";"south-west_northwest";"morning peak";"1008";"Friday";9
"2017-09-18";"south-west_northwest";"morning peak";"1077";"Monday";9
"2017-09-19";"south-west_northwest";"morning peak";"1006";"Tuesday";9
"2017-09-20";"south-west_northwest";"morning peak";"1019";"Wednesday";9
"2017-09-21";"south-west_northwest";"morning peak";"911";"Thursday";9
"2017-09-22";"south-west_northwest";"morning peak";"793";"Friday";9
"2017-09-25";"south-west_northwest";"morning peak";"751";"Monday";9
"2017-09-26";"south-west_northwest";"morning peak";"885";"Tuesday";9
"2017-09-27";"south-west_northwest";"morning peak";"948";"Wednesday";9
"2017-09-28";"south-west_northwest";"morning peak";"868";"Thursday";9
"2017-09-29";"south-west_northwest";"morning peak";"984";"Friday";9
"2017-10-02";"south-west_northwest";"morning peak";"1075";"Monday";10
"2017-10-03";"south-west_northwest";"morning peak";"940";"Tuesday";10
"2017-10-04";"south-west_northwest";"morning peak";"860";"Wednesday";10
"2017-10-05";"south-west_northwest";"morning peak";"957";"Thursday";10
"2017-10-06";"south-west_northwest";"morning peak";"1095";"Friday";10
"2017-10-09";"south-west_northwest";"morning peak";"1229";"Monday";10
"2017-10-10";"south-west_northwest";"morning peak";"1021";"Tuesday";10
"2017-10-11";"south-west_northwest";"morning peak";"1188";"Wednesday";10
"2017-10-12";"south-west_northwest";"morning peak";NA;"Thursday";10
"2017-10-13";"south-west_northwest";"morning peak";"884";"Friday";10
"2017-10-16";"south-west_northwest";"morning peak";"982";"Monday";10
"2017-10-17";"south-west_northwest";"morning peak";"1038";"Tuesday";10
"2017-10-18";"south-west_northwest";"morning peak";"1024";"Wednesday";10
"2017-10-19";"south-west_northwest";"morning peak";"898";"Thursday";10
"2017-10-20";"south-west_northwest";"morning peak";"859";"Friday";10
