"DAY";"SENSOR_ID";"PERIOD";"VOLUME";"WEEKDAY";"MONTH"
"2017-01-02";"01385238";"morning peak";NA;"Monday";1
"2017-01-03";"01385238";"morning peak";NA;"Tuesday";1
"2017-01-04";"01385238";"morning peak";1050;"Wednesday";1
"2017-01-05";"01385238";"morning peak";1034;"Thursday";1
"2017-01-06";"01385238";"morning peak";1004;"Friday";1
"2017-01-09";"01385238";"morning peak";1035;"Monday";1
"2017-01-10";"01385238";"morning peak";1078;"Tuesday";1
"2017-01-11";"01385238";"morning peak";1032;"Wednesday";1
"2017-01-12";"01385238";"morning peak";1039;"Thursday";1
"2017-01-13";"01385238";"morning peak";1074;"Friday";1
"2017-01-16";"01385238";"morning peak";1055;"Monday";1
"2017-01-17";"01385238";"morning peak";1115;"Tuesday";1
"2017-01-18";"01385238";"morning peak";1138;"Wednesday";1
"2017-01-19";"01385238";"morning peak";1105;"Thursday";1
"2017-01-20";"01385238";"morning peak";1101;"Friday";1
"2017-01-23";"01385238";"morning peak";1153;"Monday";1
"2017-01-24";"01385238";"morning peak";1180;"Tuesday";1
"2017-01-25";"01385238";"morning peak";1258;"Wednesday";1
"2017-01-26";"01385238";"morning peak";1225;"Thursday";1
"2017-01-27";"01385238";"morning peak";1240;"Friday";1
"2017-01-30";"01385238";"morning peak";1201;"Monday";1
"2017-01-31";"01385238";"morning peak";1170;"Tuesday";1
"2017-02-01";"01385238";"morning peak";1276;"Wednesday";1
"2017-02-02";"01385238";"morning peak";1299;"Thursday";2
"2017-02-03";"01385238";"morning peak";1282;"Friday";2
"2017-02-06";"01385238";"morning peak";1312;"Monday";2
"2017-02-07";"01385238";"morning peak";1325;"Tuesday";2
"2017-02-08";"01385238";"morning peak";1300;"Wednesday";2
"2017-02-09";"01385238";"morning peak";1308;"Thursday";2
"2017-02-10";"01385238";"morning peak";1328;"Friday";2
"2017-02-13";"01385238";"morning peak";1292;"Monday";2
"2017-02-14";"01385238";"morning peak";1294;"Tuesday";2
"2017-02-15";"01385238";"morning peak";1326;"Wednesday";2
"2017-02-16";"01385238";"morning peak";NA;"Thursday";2
"2017-02-17";"01385238";"morning peak";1336;"Friday";2
"2017-02-20";"01385238";"morning peak";1241;"Monday";2
"2017-02-21";"01385238";"morning peak";1326;"Tuesday";2
"2017-02-22";"01385238";"morning peak";1325;"Wednesday";2
"2017-02-23";"01385238";"morning peak";1330;"Thursday";2
"2017-02-24";"01385238";"morning peak";1285;"Friday";2
"2017-02-27";"01385238";"morning peak";NA;"Monday";2
"2017-02-28";"01385238";"morning peak";NA;"Tuesday";2
"2017-03-01";"01385238";"morning peak";NA;"Wednesday";2
"2017-03-02";"01385238";"morning peak";1237;"Thursday";3
"2017-03-03";"01385238";"morning peak";1191;"Friday";3
"2017-03-06";"01385238";"morning peak";1295;"Monday";3
"2017-03-07";"01385238";"morning peak";1294;"Tuesday";3
"2017-03-08";"01385238";"morning peak";1290;"Wednesday";3
"2017-03-09";"01385238";"morning peak";1196;"Thursday";3
"2017-03-10";"01385238";"morning peak";1274;"Friday";3
"2017-03-13";"01385238";"morning peak";1317;"Monday";3
"2017-03-14";"01385238";"morning peak";1295;"Tuesday";3
"2017-03-15";"01385238";"morning peak";1161;"Wednesday";3
"2017-03-16";"01385238";"morning peak";NA;"Thursday";3
"2017-03-17";"01385238";"morning peak";NA;"Friday";3
"2017-03-20";"01385238";"morning peak";1277;"Monday";3
"2017-03-21";"01385238";"morning peak";1301;"Tuesday";3
"2017-03-22";"01385238";"morning peak";1312;"Wednesday";3
"2017-03-23";"01385238";"morning peak";1271;"Thursday";3
"2017-03-24";"01385238";"morning peak";1227;"Friday";3
"2017-03-27";"01385238";"morning peak";1311;"Monday";3
"2017-03-28";"01385238";"morning peak";1233;"Tuesday";3
"2017-03-29";"01385238";"morning peak";1294;"Wednesday";3
"2017-03-30";"01385238";"morning peak";1296;"Thursday";3
"2017-03-31";"01385238";"morning peak";1302;"Friday";3
