"DAY";"SENSOR_ID";"PERIOD";"VOLUME";"WEEKDAY";"MONTH"
"2017-01-02";"FS069";"morning peak";NA;"Monday";1
"2017-01-03";"FS069";"morning peak";1093;"Tuesday";1
"2017-01-04";"FS069";"morning peak";1055;"Wednesday";1
"2017-01-05";"FS069";"morning peak";1081;"Thursday";1
"2017-01-06";"FS069";"morning peak";1133;"Friday";1
"2017-01-09";"FS069";"morning peak";NA;"Monday";1
"2017-01-10";"FS069";"morning peak";1149;"Tuesday";1
"2017-01-11";"FS069";"morning peak";NA;"Wednesday";1
"2017-01-12";"FS069";"morning peak";1090;"Thursday";1
"2017-01-13";"FS069";"morning peak";1199;"Friday";1
"2017-01-16";"FS069";"morning peak";1145;"Monday";1
"2017-01-17";"FS069";"morning peak";1168;"Tuesday";1
"2017-01-18";"FS069";"morning peak";1164;"Wednesday";1
"2017-01-19";"FS069";"morning peak";1205;"Thursday";1
"2017-01-20";"FS069";"morning peak";1215;"Friday";1
"2017-01-23";"FS069";"morning peak";1242;"Monday";1
"2017-01-24";"FS069";"morning peak";1204;"Tuesday";1
"2017-01-25";"FS069";"morning peak";1238;"Wednesday";1
"2017-01-26";"FS069";"morning peak";1232;"Thursday";1
"2017-01-27";"FS069";"morning peak";1224;"Friday";1
"2017-01-30";"FS069";"morning peak";1289;"Monday";1
"2017-01-31";"FS069";"morning peak";1232;"Tuesday";1
"2017-02-01";"FS069";"morning peak";1315;"Wednesday";1
"2017-02-02";"FS069";"morning peak";1276;"Thursday";2
"2017-02-03";"FS069";"morning peak";1327;"Friday";2
"2017-02-06";"FS069";"morning peak";1303;"Monday";2
"2017-02-07";"FS069";"morning peak";1315;"Tuesday";2
"2017-02-08";"FS069";"morning peak";1299;"Wednesday";2
"2017-02-09";"FS069";"morning peak";1290;"Thursday";2
"2017-02-10";"FS069";"morning peak";1342;"Friday";2
"2017-02-13";"FS069";"morning peak";1330;"Monday";2
"2017-02-14";"FS069";"morning peak";1306;"Tuesday";2
"2017-02-15";"FS069";"morning peak";1220;"Wednesday";2
"2017-02-16";"FS069";"morning peak";1286;"Thursday";2
"2017-02-17";"FS069";"morning peak";1246;"Friday";2
"2017-02-20";"FS069";"morning peak";1287;"Monday";2
"2017-02-21";"FS069";"morning peak";1325;"Tuesday";2
"2017-02-22";"FS069";"morning peak";1310;"Wednesday";2
"2017-02-23";"FS069";"morning peak";1225;"Thursday";2
"2017-02-24";"FS069";"morning peak";1295;"Friday";2
"2017-02-27";"FS069";"morning peak";NA;"Monday";2
"2017-02-28";"FS069";"morning peak";NA;"Tuesday";2
"2017-03-01";"FS069";"morning peak";NA;"Wednesday";2
"2017-03-02";"FS069";"morning peak";1184;"Thursday";3
"2017-03-03";"FS069";"morning peak";1075;"Friday";3
"2017-03-06";"FS069";"morning peak";1276;"Monday";3
"2017-03-07";"FS069";"morning peak";1275;"Tuesday";3
"2017-03-08";"FS069";"morning peak";1263;"Wednesday";3
"2017-03-09";"FS069";"morning peak";1135;"Thursday";3
"2017-03-10";"FS069";"morning peak";1251;"Friday";3
"2017-03-13";"FS069";"morning peak";1284;"Monday";3
"2017-03-14";"FS069";"morning peak";1306;"Tuesday";3
"2017-03-15";"FS069";"morning peak";1222;"Wednesday";3
"2017-03-16";"FS069";"morning peak";1177;"Thursday";3
"2017-03-17";"FS069";"morning peak";1231;"Friday";3
"2017-03-20";"FS069";"morning peak";1212;"Monday";3
"2017-03-21";"FS069";"morning peak";1266;"Tuesday";3
"2017-03-22";"FS069";"morning peak";1187;"Wednesday";3
"2017-03-23";"FS069";"morning peak";1246;"Thursday";3
"2017-03-24";"FS069";"morning peak";1200;"Friday";3
"2017-03-27";"FS069";"morning peak";1221;"Monday";3
"2017-03-28";"FS069";"morning peak";1279;"Tuesday";3
"2017-03-29";"FS069";"morning peak";1145;"Wednesday";3
"2017-03-30";"FS069";"morning peak";1267;"Thursday";3
"2017-03-31";"FS069";"morning peak";1404;"Friday";3
"2017-04-03";"FS069";"morning peak";1356;"Monday";4
