"DAY";"SENSOR_ID";"PERIOD";"VOLUME";"WEEKDAY";"MONTH"
"2017-01-02";"AT227";"morning peak";NA;"Monday";1
"2017-01-03";"AT227";"morning peak";NA;"Tuesday";1
"2017-01-04";"AT227";"morning peak";NA;"Wednesday";1
"2017-01-05";"AT227";"morning peak";NA;"Thursday";1
"2017-01-06";"AT227";"morning peak";562;"Friday";1
"2017-01-09";"AT227";"morning peak";NA;"Monday";1
"2017-01-10";"AT227";"morning peak";517;"Tuesday";1
"2017-01-11";"AT227";"morning peak";NA;"Wednesday";1
"2017-01-12";"AT227";"morning peak";NA;"Thursday";1
"2017-01-13";"AT227";"morning peak";NA;"Friday";1
"2017-01-16";"AT227";"morning peak";652;"Monday";1
"2017-01-17";"AT227";"morning peak";664;"Tuesday";1
"2017-01-18";"AT227";"morning peak";629;"Wednesday";1
"2017-01-19";"AT227";"morning peak";663;"Thursday";1
"2017-01-20";"AT227";"morning peak";698;"Friday";1
"2017-01-23";"AT227";"morning peak";NA;"Monday";1
"2017-01-24";"AT227";"morning peak";757;"Tuesday";1
"2017-01-25";"AT227";"morning peak";760;"Wednesday";1
"2017-01-26";"AT227";"morning peak";769;"Thursday";1
"2017-01-27";"AT227";"morning peak";758;"Friday";1
"2017-01-30";"AT227";"morning peak";764;"Monday";1
"2017-01-31";"AT227";"morning peak";724;"Tuesday";1
"2017-02-01";"AT227";"morning peak";786;"Wednesday";1
"2017-02-02";"AT227";"morning peak";771;"Thursday";2
"2017-02-03";"AT227";"morning peak";789;"Friday";2
"2017-02-06";"AT227";"morning peak";782;"Monday";2
"2017-02-07";"AT227";"morning peak";815;"Tuesday";2
"2017-02-08";"AT227";"morning peak";793;"Wednesday";2
"2017-02-09";"AT227";"morning peak";774;"Thursday";2
"2017-02-10";"AT227";"morning peak";774;"Friday";2
"2017-02-13";"AT227";"morning peak";771;"Monday";2
"2017-02-14";"AT227";"morning peak";768;"Tuesday";2
"2017-02-15";"AT227";"morning peak";753;"Wednesday";2
"2017-02-16";"AT227";"morning peak";796;"Thursday";2
"2017-02-17";"AT227";"morning peak";752;"Friday";2
"2017-02-20";"AT227";"morning peak";702;"Monday";2
"2017-02-21";"AT227";"morning peak";766;"Tuesday";2
"2017-02-22";"AT227";"morning peak";760;"Wednesday";2
"2017-02-23";"AT227";"morning peak";764;"Thursday";2
"2017-02-24";"AT227";"morning peak";747;"Friday";2
"2017-02-27";"AT227";"morning peak";NA;"Monday";2
"2017-02-28";"AT227";"morning peak";NA;"Tuesday";2
"2017-03-01";"AT227";"morning peak";NA;"Wednesday";2
"2017-03-02";"AT227";"morning peak";720;"Thursday";3
"2017-03-03";"AT227";"morning peak";689;"Friday";3
"2017-03-06";"AT227";"morning peak";774;"Monday";3
"2017-03-07";"AT227";"morning peak";797;"Tuesday";3
"2017-03-08";"AT227";"morning peak";789;"Wednesday";3
"2017-03-09";"AT227";"morning peak";665;"Thursday";3
"2017-03-10";"AT227";"morning peak";740;"Friday";3
"2017-03-13";"AT227";"morning peak";783;"Monday";3
"2017-03-14";"AT227";"morning peak";772;"Tuesday";3
"2017-03-15";"AT227";"morning peak";800;"Wednesday";3
"2017-03-16";"AT227";"morning peak";763;"Thursday";3
"2017-03-17";"AT227";"morning peak";786;"Friday";3
"2017-03-20";"AT227";"morning peak";806;"Monday";3
"2017-03-21";"AT227";"morning peak";804;"Tuesday";3
"2017-03-22";"AT227";"morning peak";766;"Wednesday";3
"2017-03-23";"AT227";"morning peak";789;"Thursday";3
"2017-03-24";"AT227";"morning peak";721;"Friday";3
"2017-03-27";"AT227";"morning peak";785;"Monday";3
"2017-03-28";"AT227";"morning peak";777;"Tuesday";3
"2017-03-29";"AT227";"morning peak";811;"Wednesday";3
"2017-03-30";"AT227";"morning peak";797;"Thursday";3
"2017-03-31";"AT227";"morning peak";754;"Friday";3
"2017-04-03";"AT227";"morning peak";805;"Monday";4
"2017-04-04";"AT227";"morning peak";803;"Tuesday";4
"2017-04-05";"AT227";"morning peak";761;"Wednesday";4
"2017-04-06";"AT227";"morning peak";789;"Thursday";4
"2017-04-07";"AT227";"morning peak";790;"Friday";4
"2017-04-10";"AT227";"morning peak";792;"Monday";4
"2017-04-11";"AT227";"morning peak";739;"Tuesday";4
"2017-04-12";"AT227";"morning peak";809;"Wednesday";4
"2017-04-13";"AT227";"morning peak";NA;"Thursday";4
"2017-04-14";"AT227";"morning peak";NA;"Friday";4
"2017-04-17";"AT227";"morning peak";769;"Monday";4
"2017-04-18";"AT227";"morning peak";792;"Tuesday";4
"2017-04-19";"AT227";"morning peak";816;"Wednesday";4
"2017-04-20";"AT227";"morning peak";820;"Thursday";4
"2017-04-21";"AT227";"morning peak";NA;"Friday";4
"2017-04-24";"AT227";"morning peak";NA;"Monday";4
"2017-04-25";"AT227";"morning peak";NA;"Tuesday";4
"2017-04-26";"AT227";"morning peak";811;"Wednesday";4
"2017-04-27";"AT227";"morning peak";806;"Thursday";4
"2017-04-28";"AT227";"morning peak";723;"Friday";4
"2017-05-01";"AT227";"morning peak";NA;"Monday";4
"2017-05-02";"AT227";"morning peak";802;"Tuesday";5
"2017-05-03";"AT227";"morning peak";819;"Wednesday";5
"2017-05-04";"AT227";"morning peak";782;"Thursday";5
"2017-05-05";"AT227";"morning peak";819;"Friday";5
"2017-05-08";"AT227";"morning peak";753;"Monday";5
"2017-05-09";"AT227";"morning peak";817;"Tuesday";5
"2017-05-10";"AT227";"morning peak";797;"Wednesday";5
"2017-05-11";"AT227";"morning peak";795;"Thursday";5
"2017-05-12";"AT227";"morning peak";811;"Friday";5
"2017-05-15";"AT227";"morning peak";795;"Monday";5
"2017-05-16";"AT227";"morning peak";831;"Tuesday";5
"2017-05-17";"AT227";"morning peak";804;"Wednesday";5
"2017-05-18";"AT227";"morning peak";822;"Thursday";5
"2017-05-19";"AT227";"morning peak";795;"Friday";5
"2017-05-22";"AT227";"morning peak";794;"Monday";5
"2017-05-23";"AT227";"morning peak";795;"Tuesday";5
"2017-05-24";"AT227";"morning peak";800;"Wednesday";5
"2017-05-25";"AT227";"morning peak";517;"Thursday";5
"2017-05-26";"AT227";"morning peak";789;"Friday";5
"2017-05-29";"AT227";"morning peak";735;"Monday";5
"2017-05-30";"AT227";"morning peak";755;"Tuesday";5
"2017-05-31";"AT227";"morning peak";825;"Wednesday";5
"2017-06-01";"AT227";"morning peak";808;"Thursday";5
"2017-06-02";"AT227";"morning peak";803;"Friday";6
"2017-06-05";"AT227";"morning peak";816;"Monday";6
"2017-06-06";"AT227";"morning peak";833;"Tuesday";6
"2017-06-07";"AT227";"morning peak";817;"Wednesday";6
"2017-06-08";"AT227";"morning peak";802;"Thursday";6
"2017-06-09";"AT227";"morning peak";810;"Friday";6
"2017-06-12";"AT227";"morning peak";791;"Monday";6
"2017-06-13";"AT227";"morning peak";811;"Tuesday";6
"2017-06-14";"AT227";"morning peak";806;"Wednesday";6
"2017-06-15";"AT227";"morning peak";NA;"Thursday";6
"2017-06-16";"AT227";"morning peak";698;"Friday";6
"2017-06-19";"AT227";"morning peak";785;"Monday";6
"2017-06-20";"AT227";"morning peak";826;"Tuesday";6
"2017-06-21";"AT227";"morning peak";798;"Wednesday";6
"2017-06-22";"AT227";"morning peak";802;"Thursday";6
"2017-06-23";"AT227";"morning peak";786;"Friday";6
"2017-06-26";"AT227";"morning peak";765;"Monday";6
"2017-06-27";"AT227";"morning peak";800;"Tuesday";6
"2017-06-28";"AT227";"morning peak";767;"Wednesday";6
"2017-06-29";"AT227";"morning peak";761;"Thursday";6
"2017-06-30";"AT227";"morning peak";NA;"Friday";6
"2017-07-03";"AT227";"morning peak";662;"Monday";7
"2017-07-04";"AT227";"morning peak";708;"Tuesday";7
"2017-07-05";"AT227";"morning peak";728;"Wednesday";7
"2017-07-06";"AT227";"morning peak";NA;"Thursday";7
"2017-07-07";"AT227";"morning peak";NA;"Friday";7
"2017-07-10";"AT227";"morning peak";NA;"Monday";7
"2017-07-11";"AT227";"morning peak";NA;"Tuesday";7
"2017-07-12";"AT227";"morning peak";NA;"Wednesday";7
"2017-07-13";"AT227";"morning peak";NA;"Thursday";7
"2017-07-14";"AT227";"morning peak";684;"Friday";7
"2017-07-17";"AT227";"morning peak";672;"Monday";7
"2017-07-18";"AT227";"morning peak";685;"Tuesday";7
"2017-07-19";"AT227";"morning peak";680;"Wednesday";7
"2017-07-20";"AT227";"morning peak";641;"Thursday";7
"2017-07-21";"AT227";"morning peak";633;"Friday";7
"2017-07-24";"AT227";"morning peak";655;"Monday";7
"2017-07-25";"AT227";"morning peak";654;"Tuesday";7
"2017-07-26";"AT227";"morning peak";663;"Wednesday";7
"2017-07-27";"AT227";"morning peak";657;"Thursday";7
"2017-07-28";"AT227";"morning peak";674;"Friday";7
"2017-07-31";"AT227";"morning peak";701;"Monday";7
"2017-08-01";"AT227";"morning peak";773;"Tuesday";7
"2017-08-02";"AT227";"morning peak";770;"Wednesday";8
"2017-08-03";"AT227";"morning peak";804;"Thursday";8
"2017-08-04";"AT227";"morning peak";801;"Friday";8
"2017-08-07";"AT227";"morning peak";805;"Monday";8
"2017-08-08";"AT227";"morning peak";831;"Tuesday";8
"2017-08-09";"AT227";"morning peak";818;"Wednesday";8
"2017-08-10";"AT227";"morning peak";814;"Thursday";8
"2017-08-11";"AT227";"morning peak";776;"Friday";8
"2017-08-14";"AT227";"morning peak";637;"Monday";8
"2017-08-15";"AT227";"morning peak";NA;"Tuesday";8
"2017-08-16";"AT227";"morning peak";814;"Wednesday";8
"2017-08-17";"AT227";"morning peak";820;"Thursday";8
"2017-08-18";"AT227";"morning peak";798;"Friday";8
"2017-08-21";"AT227";"morning peak";778;"Monday";8
"2017-08-22";"AT227";"morning peak";805;"Tuesday";8
"2017-08-23";"AT227";"morning peak";791;"Wednesday";8
"2017-08-24";"AT227";"morning peak";801;"Thursday";8
"2017-08-25";"AT227";"morning peak";802;"Friday";8
"2017-08-28";"AT227";"morning peak";782;"Monday";8
"2017-08-29";"AT227";"morning peak";788;"Tuesday";8
