"DAY";"SENSOR_ID";"PERIOD";"VOLUME";"WEEKDAY";"MONTH"
"2017-01-02";"FS028";"morning peak";272;"Monday";1
"2017-01-03";"FS028";"morning peak";278;"Tuesday";1
"2017-01-04";"FS028";"morning peak";268;"Wednesday";1
"2017-01-05";"FS028";"morning peak";286;"Thursday";1
"2017-01-06";"FS028";"morning peak";273;"Friday";1
"2017-01-09";"FS028";"morning peak";301;"Monday";1
"2017-01-10";"FS028";"morning peak";294;"Tuesday";1
"2017-01-11";"FS028";"morning peak";NA;"Wednesday";1
"2017-01-12";"FS028";"morning peak";295;"Thursday";1
"2017-01-13";"FS028";"morning peak";299;"Friday";1
"2017-01-16";"FS028";"morning peak";312;"Monday";1
"2017-01-17";"FS028";"morning peak";300;"Tuesday";1
"2017-01-18";"FS028";"morning peak";268;"Wednesday";1
"2017-01-19";"FS028";"morning peak";274;"Thursday";1
"2017-01-20";"FS028";"morning peak";305;"Friday";1
"2017-01-23";"FS028";"morning peak";307;"Monday";1
"2017-01-24";"FS028";"morning peak";333;"Tuesday";1
"2017-01-25";"FS028";"morning peak";311;"Wednesday";1
"2017-01-26";"FS028";"morning peak";332;"Thursday";1
"2017-01-27";"FS028";"morning peak";294;"Friday";1
"2017-01-30";"FS028";"morning peak";315;"Monday";1
"2017-01-31";"FS028";"morning peak";271;"Tuesday";1
"2017-02-01";"FS028";"morning peak";NA;"Wednesday";1
"2017-02-02";"FS028";"morning peak";266;"Thursday";2
"2017-02-03";"FS028";"morning peak";318;"Friday";2
"2017-02-06";"FS028";"morning peak";347;"Monday";2
"2017-02-07";"FS028";"morning peak";320;"Tuesday";2
"2017-02-08";"FS028";"morning peak";NA;"Wednesday";2
"2017-02-09";"FS028";"morning peak";NA;"Thursday";2
"2017-02-10";"FS028";"morning peak";344;"Friday";2
"2017-02-13";"FS028";"morning peak";349;"Monday";2
"2017-02-14";"FS028";"morning peak";367;"Tuesday";2
"2017-02-15";"FS028";"morning peak";340;"Wednesday";2
"2017-02-16";"FS028";"morning peak";357;"Thursday";2
"2017-02-17";"FS028";"morning peak";340;"Friday";2
"2017-02-20";"FS028";"morning peak";265;"Monday";2
"2017-02-21";"FS028";"morning peak";299;"Tuesday";2
"2017-02-22";"FS028";"morning peak";321;"Wednesday";2
"2017-02-23";"FS028";"morning peak";299;"Thursday";2
"2017-02-24";"FS028";"morning peak";351;"Friday";2
"2017-02-27";"FS028";"morning peak";NA;"Monday";2
"2017-02-28";"FS028";"morning peak";NA;"Tuesday";2
"2017-03-01";"FS028";"morning peak";NA;"Wednesday";2
"2017-03-02";"FS028";"morning peak";308;"Thursday";3
