"DAY";"SENSOR_ID";"PERIOD";"VOLUME";"WEEKDAY";"MONTH"
"2017-01-02";"01385195";"morning peak";NA;"Monday";1
"2017-01-03";"01385195";"morning peak";376;"Tuesday";1
"2017-01-04";"01385195";"morning peak";375;"Wednesday";1
"2017-01-05";"01385195";"morning peak";360;"Thursday";1
"2017-01-06";"01385195";"morning peak";370;"Friday";1
"2017-01-09";"01385195";"morning peak";383;"Monday";1
"2017-01-10";"01385195";"morning peak";409;"Tuesday";1
"2017-01-11";"01385195";"morning peak";383;"Wednesday";1
"2017-01-12";"01385195";"morning peak";401;"Thursday";1
"2017-01-13";"01385195";"morning peak";407;"Friday";1
"2017-01-16";"01385195";"morning peak";409;"Monday";1
"2017-01-17";"01385195";"morning peak";439;"Tuesday";1
"2017-01-18";"01385195";"morning peak";442;"Wednesday";1
"2017-01-19";"01385195";"morning peak";444;"Thursday";1
"2017-01-20";"01385195";"morning peak";439;"Friday";1
"2017-01-23";"01385195";"morning peak";481;"Monday";1
"2017-01-24";"01385195";"morning peak";536;"Tuesday";1
"2017-01-25";"01385195";"morning peak";NA;"Wednesday";1
"2017-01-26";"01385195";"morning peak";501;"Thursday";1
"2017-01-27";"01385195";"morning peak";494;"Friday";1
"2017-01-30";"01385195";"morning peak";476;"Monday";1
"2017-01-31";"01385195";"morning peak";463;"Tuesday";1
"2017-02-01";"01385195";"morning peak";510;"Wednesday";1
"2017-02-02";"01385195";"morning peak";500;"Thursday";2
"2017-02-03";"01385195";"morning peak";508;"Friday";2
"2017-02-06";"01385195";"morning peak";510;"Monday";2
"2017-02-07";"01385195";"morning peak";510;"Tuesday";2
"2017-02-08";"01385195";"morning peak";503;"Wednesday";2
"2017-02-09";"01385195";"morning peak";511;"Thursday";2
"2017-02-10";"01385195";"morning peak";524;"Friday";2
"2017-02-13";"01385195";"morning peak";494;"Monday";2
"2017-02-14";"01385195";"morning peak";492;"Tuesday";2
"2017-02-15";"01385195";"morning peak";524;"Wednesday";2
"2017-02-16";"01385195";"morning peak";486;"Thursday";2
"2017-02-17";"01385195";"morning peak";473;"Friday";2
"2017-02-20";"01385195";"morning peak";458;"Monday";2
"2017-02-21";"01385195";"morning peak";482;"Tuesday";2
"2017-02-22";"01385195";"morning peak";506;"Wednesday";2
"2017-02-23";"01385195";"morning peak";498;"Thursday";2
"2017-02-24";"01385195";"morning peak";479;"Friday";2
"2017-02-27";"01385195";"morning peak";NA;"Monday";2
"2017-02-28";"01385195";"morning peak";NA;"Tuesday";2
"2017-03-01";"01385195";"morning peak";NA;"Wednesday";2
"2017-03-02";"01385195";"morning peak";444;"Thursday";3
"2017-03-03";"01385195";"morning peak";421;"Friday";3
"2017-03-06";"01385195";"morning peak";492;"Monday";3
"2017-03-07";"01385195";"morning peak";496;"Tuesday";3
"2017-03-08";"01385195";"morning peak";485;"Wednesday";3
"2017-03-09";"01385195";"morning peak";425;"Thursday";3
"2017-03-10";"01385195";"morning peak";480;"Friday";3
"2017-03-13";"01385195";"morning peak";478;"Monday";3
"2017-03-14";"01385195";"morning peak";506;"Tuesday";3
"2017-03-15";"01385195";"morning peak";521;"Wednesday";3
"2017-03-16";"01385195";"morning peak";483;"Thursday";3
"2017-03-17";"01385195";"morning peak";486;"Friday";3
"2017-03-20";"01385195";"morning peak";492;"Monday";3
"2017-03-21";"01385195";"morning peak";503;"Tuesday";3
"2017-03-22";"01385195";"morning peak";522;"Wednesday";3
"2017-03-23";"01385195";"morning peak";457;"Thursday";3
"2017-03-24";"01385195";"morning peak";447;"Friday";3
"2017-03-27";"01385195";"morning peak";486;"Monday";3
"2017-03-28";"01385195";"morning peak";485;"Tuesday";3
"2017-03-29";"01385195";"morning peak";503;"Wednesday";3
"2017-03-30";"01385195";"morning peak";503;"Thursday";3
"2017-03-31";"01385195";"morning peak";466;"Friday";3
"2017-04-03";"01385195";"morning peak";501;"Monday";4
"2017-04-04";"01385195";"morning peak";494;"Tuesday";4
"2017-04-05";"01385195";"morning peak";459;"Wednesday";4
"2017-04-06";"01385195";"morning peak";503;"Thursday";4
"2017-04-07";"01385195";"morning peak";507;"Friday";4
"2017-04-10";"01385195";"morning peak";484;"Monday";4
"2017-04-11";"01385195";"morning peak";443;"Tuesday";4
"2017-04-12";"01385195";"morning peak";NA;"Wednesday";4
"2017-04-13";"01385195";"morning peak";NA;"Thursday";4
"2017-04-14";"01385195";"morning peak";NA;"Friday";4
"2017-04-17";"01385195";"morning peak";470;"Monday";4
"2017-04-18";"01385195";"morning peak";507;"Tuesday";4
"2017-04-19";"01385195";"morning peak";507;"Wednesday";4
"2017-04-20";"01385195";"morning peak";522;"Thursday";4
"2017-04-21";"01385195";"morning peak";NA;"Friday";4
"2017-04-24";"01385195";"morning peak";437;"Monday";4
"2017-04-25";"01385195";"morning peak";493;"Tuesday";4
"2017-04-26";"01385195";"morning peak";494;"Wednesday";4
"2017-04-27";"01385195";"morning peak";470;"Thursday";4
"2017-04-28";"01385195";"morning peak";405;"Friday";4
"2017-05-01";"01385195";"morning peak";NA;"Monday";4
"2017-05-02";"01385195";"morning peak";458;"Tuesday";5
"2017-05-03";"01385195";"morning peak";498;"Wednesday";5
"2017-05-04";"01385195";"morning peak";501;"Thursday";5
"2017-05-05";"01385195";"morning peak";482;"Friday";5
"2017-05-08";"01385195";"morning peak";463;"Monday";5
"2017-05-09";"01385195";"morning peak";486;"Tuesday";5
"2017-05-10";"01385195";"morning peak";517;"Wednesday";5
"2017-05-11";"01385195";"morning peak";468;"Thursday";5
"2017-05-12";"01385195";"morning peak";483;"Friday";5
"2017-05-15";"01385195";"morning peak";473;"Monday";5
"2017-05-16";"01385195";"morning peak";504;"Tuesday";5
"2017-05-17";"01385195";"morning peak";500;"Wednesday";5
"2017-05-18";"01385195";"morning peak";489;"Thursday";5
"2017-05-19";"01385195";"morning peak";468;"Friday";5
"2017-05-22";"01385195";"morning peak";450;"Monday";5
"2017-05-23";"01385195";"morning peak";486;"Tuesday";5
"2017-05-24";"01385195";"morning peak";503;"Wednesday";5
"2017-05-25";"01385195";"morning peak";469;"Thursday";5
"2017-05-26";"01385195";"morning peak";472;"Friday";5
"2017-05-29";"01385195";"morning peak";406;"Monday";5
"2017-05-30";"01385195";"morning peak";465;"Tuesday";5
"2017-05-31";"01385195";"morning peak";440;"Wednesday";5
"2017-06-01";"01385195";"morning peak";459;"Thursday";5
"2017-06-02";"01385195";"morning peak";459;"Friday";6
"2017-06-05";"01385195";"morning peak";482;"Monday";6
"2017-06-06";"01385195";"morning peak";500;"Tuesday";6
"2017-06-07";"01385195";"morning peak";517;"Wednesday";6
"2017-06-08";"01385195";"morning peak";493;"Thursday";6
"2017-06-09";"01385195";"morning peak";524;"Friday";6
"2017-06-12";"01385195";"morning peak";484;"Monday";6
"2017-06-13";"01385195";"morning peak";482;"Tuesday";6
"2017-06-14";"01385195";"morning peak";510;"Wednesday";6
"2017-06-15";"01385195";"morning peak";NA;"Thursday";6
"2017-06-16";"01385195";"morning peak";414;"Friday";6
"2017-06-19";"01385195";"morning peak";481;"Monday";6
"2017-06-20";"01385195";"morning peak";494;"Tuesday";6
"2017-06-21";"01385195";"morning peak";500;"Wednesday";6
"2017-06-22";"01385195";"morning peak";491;"Thursday";6
