"DAY";"SENSOR_ID";"PERIOD";"VOLUME";"WEEKDAY";"MONTH"
"2017-01-02";"01385119";"morning peak";557;"Monday";1
"2017-01-03";"01385119";"morning peak";596;"Tuesday";1
"2017-01-04";"01385119";"morning peak";577;"Wednesday";1
"2017-01-05";"01385119";"morning peak";576;"Thursday";1
"2017-01-06";"01385119";"morning peak";588;"Friday";1
"2017-01-09";"01385119";"morning peak";635;"Monday";1
"2017-01-10";"01385119";"morning peak";640;"Tuesday";1
"2017-01-11";"01385119";"morning peak";601;"Wednesday";1
"2017-01-12";"01385119";"morning peak";651;"Thursday";1
"2017-01-13";"01385119";"morning peak";648;"Friday";1
"2017-01-16";"01385119";"morning peak";NA;"Monday";1
"2017-01-17";"01385119";"morning peak";633;"Tuesday";1
"2017-01-18";"01385119";"morning peak";491;"Wednesday";1
"2017-01-19";"01385119";"morning peak";427;"Thursday";1
"2017-01-20";"01385119";"morning peak";409;"Friday";1
"2017-01-23";"01385119";"morning peak";411;"Monday";1
"2017-01-24";"01385119";"morning peak";409;"Tuesday";1
"2017-01-25";"01385119";"morning peak";403;"Wednesday";1
"2017-01-26";"01385119";"morning peak";380;"Thursday";1
"2017-01-27";"01385119";"morning peak";416;"Friday";1
"2017-01-30";"01385119";"morning peak";422;"Monday";1
"2017-01-31";"01385119";"morning peak";380;"Tuesday";1
"2017-02-01";"01385119";"morning peak";403;"Wednesday";1
"2017-02-02";"01385119";"morning peak";400;"Thursday";2
"2017-02-03";"01385119";"morning peak";403;"Friday";2
"2017-02-06";"01385119";"morning peak";430;"Monday";2
"2017-02-07";"01385119";"morning peak";428;"Tuesday";2
"2017-02-08";"01385119";"morning peak";405;"Wednesday";2
"2017-02-09";"01385119";"morning peak";413;"Thursday";2
"2017-02-10";"01385119";"morning peak";421;"Friday";2
"2017-02-13";"01385119";"morning peak";NA;"Monday";2
"2017-02-14";"01385119";"morning peak";428;"Tuesday";2
"2017-02-15";"01385119";"morning peak";413;"Wednesday";2
"2017-02-16";"01385119";"morning peak";427;"Thursday";2
"2017-02-17";"01385119";"morning peak";422;"Friday";2
"2017-02-20";"01385119";"morning peak";401;"Monday";2
"2017-02-21";"01385119";"morning peak";417;"Tuesday";2
"2017-02-22";"01385119";"morning peak";412;"Wednesday";2
"2017-02-23";"01385119";"morning peak";406;"Thursday";2
"2017-02-24";"01385119";"morning peak";437;"Friday";2
"2017-02-27";"01385119";"morning peak";NA;"Monday";2
"2017-02-28";"01385119";"morning peak";NA;"Tuesday";2
"2017-03-01";"01385119";"morning peak";NA;"Wednesday";2
"2017-03-02";"01385119";"morning peak";402;"Thursday";3
"2017-03-03";"01385119";"morning peak";366;"Friday";3
"2017-03-06";"01385119";"morning peak";430;"Monday";3
"2017-03-07";"01385119";"morning peak";428;"Tuesday";3
"2017-03-08";"01385119";"morning peak";422;"Wednesday";3
"2017-03-09";"01385119";"morning peak";415;"Thursday";3
"2017-03-10";"01385119";"morning peak";NA;"Friday";3
"2017-03-13";"01385119";"morning peak";422;"Monday";3
"2017-03-14";"01385119";"morning peak";429;"Tuesday";3
"2017-03-15";"01385119";"morning peak";405;"Wednesday";3
"2017-03-16";"01385119";"morning peak";424;"Thursday";3
"2017-03-17";"01385119";"morning peak";447;"Friday";3
"2017-03-20";"01385119";"morning peak";424;"Monday";3
"2017-03-21";"01385119";"morning peak";441;"Tuesday";3
"2017-03-22";"01385119";"morning peak";393;"Wednesday";3
"2017-03-23";"01385119";"morning peak";424;"Thursday";3
"2017-03-24";"01385119";"morning peak";414;"Friday";3
"2017-03-27";"01385119";"morning peak";425;"Monday";3
"2017-03-28";"01385119";"morning peak";448;"Tuesday";3
"2017-03-29";"01385119";"morning peak";421;"Wednesday";3
"2017-03-30";"01385119";"morning peak";446;"Thursday";3
"2017-03-31";"01385119";"morning peak";437;"Friday";3
"2017-04-03";"01385119";"morning peak";423;"Monday";4
"2017-04-04";"01385119";"morning peak";463;"Tuesday";4
"2017-04-05";"01385119";"morning peak";439;"Wednesday";4
"2017-04-06";"01385119";"morning peak";482;"Thursday";4
"2017-04-07";"01385119";"morning peak";501;"Friday";4
"2017-04-10";"01385119";"morning peak";454;"Monday";4
"2017-04-11";"01385119";"morning peak";418;"Tuesday";4
"2017-04-12";"01385119";"morning peak";454;"Wednesday";4
"2017-04-13";"01385119";"morning peak";NA;"Thursday";4
"2017-04-14";"01385119";"morning peak";NA;"Friday";4
"2017-04-17";"01385119";"morning peak";436;"Monday";4
"2017-04-18";"01385119";"morning peak";458;"Tuesday";4
"2017-04-19";"01385119";"morning peak";437;"Wednesday";4
"2017-04-20";"01385119";"morning peak";434;"Thursday";4
"2017-04-21";"01385119";"morning peak";NA;"Friday";4
"2017-04-24";"01385119";"morning peak";428;"Monday";4
"2017-04-25";"01385119";"morning peak";450;"Tuesday";4
"2017-04-26";"01385119";"morning peak";424;"Wednesday";4
"2017-04-27";"01385119";"morning peak";441;"Thursday";4
"2017-04-28";"01385119";"morning peak";390;"Friday";4
"2017-05-01";"01385119";"morning peak";NA;"Monday";4
"2017-05-02";"01385119";"morning peak";448;"Tuesday";5
"2017-05-03";"01385119";"morning peak";440;"Wednesday";5
"2017-05-04";"01385119";"morning peak";434;"Thursday";5
"2017-05-05";"01385119";"morning peak";456;"Friday";5
"2017-05-08";"01385119";"morning peak";455;"Monday";5
"2017-05-09";"01385119";"morning peak";458;"Tuesday";5
"2017-05-10";"01385119";"morning peak";445;"Wednesday";5
"2017-05-11";"01385119";"morning peak";418;"Thursday";5
"2017-05-12";"01385119";"morning peak";444;"Friday";5
"2017-05-15";"01385119";"morning peak";448;"Monday";5
"2017-05-16";"01385119";"morning peak";431;"Tuesday";5
"2017-05-17";"01385119";"morning peak";431;"Wednesday";5
"2017-05-18";"01385119";"morning peak";432;"Thursday";5
"2017-05-19";"01385119";"morning peak";425;"Friday";5
"2017-05-22";"01385119";"morning peak";419;"Monday";5
"2017-05-23";"01385119";"morning peak";453;"Tuesday";5
